,Yr_Mo_Dy,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
585,2062-08-09,14.67,11.71,14.96,10.34,14.62,10.0,12.25,12.04,10.75,13.79,19.04,21.79
586,2062-08-10,13.25,13.5,13.88,9.29,12.54,9.75,14.29,13.88,11.54,13.21,18.79,17.08
587,2062-08-11,16.92,15.16,16.46,13.0,18.12,12.96,18.5,17.25,17.92,17.37,24.08,29.95
588,2062-08-12,2.88,4.92,4.96,2.83,5.91,3.5,9.38,5.88,5.75,8.63,7.92,13.67
589,2062-08-13,10.04,5.25,12.04,4.29,5.75,2.29,5.88,4.58,6.08,3.08,5.5,6.92
590,2062-08-14,12.0,10.25,11.83,4.63,10.29,4.25,8.67,9.29,9.0,9.92,10.67,12.92
591,2062-08-15,10.79,10.46,8.08,7.41,12.17,6.83,10.41,8.46,8.58,6.5,11.46,13.21
592,2062-08-16,11.17,8.25,10.21,6.04,10.96,5.88,11.38,6.79,7.54,7.5,11.5,12.87
593,2062-08-17,8.21,6.58,8.71,4.71,10.58,6.83,11.25,7.83,6.75,7.08,8.83,10.92
594,2062-08-18,6.87,10.79,9.21,5.0,7.17,5.63,7.54,5.58,5.17,5.91,12.25,7.29
595,2062-08-19,14.17,13.62,13.59,9.83,10.79,8.54,10.5,11.67,9.33,11.08,18.63,13.7
596,2062-08-20,14.29,12.62,12.54,7.38,14.12,7.96,11.25,11.54,8.58,8.75,14.88,10.92
597,2062-08-21,14.67,12.38,13.37,9.54,15.46,10.34,14.21,14.5,12.42,11.83,17.75,20.75
598,2062-08-22,11.25,10.96,11.17,8.87,12.92,10.17,15.09,12.33,11.87,12.46,16.13,23.63
599,2062-08-23,18.84,14.79,17.33,9.25,14.25,10.0,17.04,14.04,11.75,14.25,20.67,21.67
600,2062-08-24,15.12,14.29,11.5,11.71,17.25,12.96,21.09,15.75,15.96,14.54,19.79,26.87
601,2062-08-25,13.25,11.54,10.88,8.33,12.17,8.63,15.5,11.04,10.67,11.12,16.5,21.75
602,2062-08-26,24.67,20.12,19.83,17.75,20.88,15.96,22.13,18.08,19.41,19.75,23.63,19.46
603,2062-08-27,10.0,8.67,9.83,6.54,9.92,7.25,14.29,7.41,9.83,10.5,10.63,17.25
604,2062-08-28,6.04,7.04,4.92,2.08,4.71,3.17,5.54,2.29,3.04,4.58,5.63,11.21
605,2062-08-29,4.83,3.88,5.29,1.87,1.92,1.92,7.75,4.5,3.75,7.29,10.37,15.34
606,2062-08-30,0.96,2.33,4.17,2.21,4.38,3.83,6.42,5.04,5.0,6.46,9.42,13.96
607,2062-08-31,6.38,8.38,4.25,3.63,6.58,3.13,5.37,4.67,3.83,5.79,6.29,7.54
608,2062-09-01,10.0,12.08,10.96,9.25,9.29,7.62,7.41,8.75,7.67,9.62,14.58,11.92
609,2062-09-02,3.83,7.67,10.37,5.13,4.46,1.21,5.0,5.88,1.25,4.29,12.75,6.17
610,2062-09-03,11.08,11.5,11.38,6.29,7.87,6.67,6.17,4.92,4.92,6.46,12.33,5.04
611,2062-09-04,13.25,9.71,12.33,5.66,11.42,6.5,6.46,6.08,5.37,6.54,7.29,4.46
612,2062-09-05,5.41,5.25,7.96,3.58,4.92,3.58,7.5,2.25,3.33,5.13,5.25,9.21
613,2062-09-06,10.92,8.92,10.08,4.75,8.29,2.21,5.25,8.04,2.88,7.17,14.54,12.08
614,2062-09-07,12.83,11.0,10.79,8.46,13.13,10.13,11.63,10.79,11.38,11.25,13.25,21.0
615,2062-09-08,10.46,11.63,9.67,6.46,10.34,6.29,8.04,6.46,5.96,7.41,9.5,11.42
616,2062-09-09,16.83,15.87,20.12,13.13,17.21,13.13,18.79,14.5,13.79,16.54,17.33,15.71
617,2062-09-10,9.59,10.63,11.87,4.88,8.63,7.0,9.59,3.13,4.46,4.63,8.42,8.38
618,2062-09-11,18.96,10.92,15.59,6.29,9.87,6.0,8.38,8.04,5.25,7.58,15.63,13.75
619,2062-09-12,12.67,9.67,9.71,5.79,10.75,5.58,7.54,8.17,5.71,8.67,12.67,15.67
620,2062-09-13,7.96,8.42,6.29,4.21,9.46,4.96,6.13,4.83,3.17,5.29,6.92,6.04
621,2062-09-14,11.25,10.34,12.04,6.34,12.21,6.5,7.25,9.71,7.46,11.5,16.21,16.29
622,2062-09-15,10.29,8.08,7.17,5.21,10.25,4.79,7.92,6.29,7.46,7.33,11.63,13.79
623,2062-09-16,13.46,10.63,10.04,7.92,12.67,9.04,11.75,10.54,11.08,9.71,14.79,18.05
624,2062-09-17,11.34,8.75,10.79,6.54,9.17,7.17,10.58,6.38,7.79,11.34,11.96,17.75
625,2062-09-18,6.83,5.46,9.38,4.04,4.25,2.46,6.79,2.13,4.63,7.29,5.04,11.25
626,2062-09-19,6.46,4.71,12.42,1.67,4.42,0.83,2.88,1.04,2.13,1.75,3.17,3.0
627,2062-09-20,9.08,6.96,16.17,4.21,7.33,3.67,4.63,1.42,2.04,3.37,2.79,0.67
628,2062-09-21,6.29,3.08,10.54,2.17,4.96,2.5,2.29,1.42,0.87,1.25,4.33,7.54
629,2062-09-22,4.88,5.25,6.29,2.21,5.88,4.33,6.58,6.08,4.29,7.5,14.29,16.21
630,2062-09-23,9.25,10.67,9.62,3.75,10.54,6.38,8.33,11.67,6.58,12.54,19.67,16.96
631,2062-09-24,8.54,9.13,8.5,4.12,9.0,4.79,4.88,4.5,4.29,5.21,6.25,8.5
632,2062-09-25,12.62,9.33,12.62,6.54,8.67,6.08,10.83,6.87,5.58,7.58,12.12,12.04
633,2062-09-26,12.0,6.63,12.54,6.75,8.17,4.5,12.0,4.67,8.71,9.0,5.33,17.0
634,2062-09-27,9.59,10.21,12.17,5.91,10.71,7.38,8.42,6.17,6.13,7.96,6.42,13.75
635,2062-09-28,11.42,9.54,10.46,7.29,13.75,8.87,11.29,9.0,9.25,10.71,13.83,12.71
636,2062-09-29,21.37,16.75,18.38,11.5,17.67,12.5,13.79,14.0,13.13,14.58,19.92,20.04
637,2062-09-30,26.83,16.42,22.95,14.88,16.38,13.75,16.54,16.88,14.62,19.38,26.3,23.0
638,2062-10-01,14.58,7.83,19.21,10.08,11.54,8.38,13.29,10.63,8.21,12.92,18.05,18.12
639,2062-10-02,8.79,5.58,8.67,3.21,9.42,6.0,7.12,7.83,6.58,9.33,15.79,13.83
640,2062-10-03,9.96,12.29,8.25,3.63,10.34,7.87,7.33,10.46,6.42,10.34,20.08,16.58
641,2062-10-04,21.5,16.75,18.88,12.54,17.41,13.92,11.54,15.5,13.79,16.0,25.84,24.04
642,2062-10-05,5.83,10.37,7.79,4.58,8.42,6.34,8.29,10.92,6.21,9.33,16.88,13.46
643,2062-10-06,9.59,11.08,8.25,4.88,10.08,6.87,6.25,9.54,5.46,8.96,17.46,12.38
644,2062-10-07,12.12,14.25,8.79,8.5,14.0,9.25,8.04,9.79,8.46,10.88,15.87,13.88
645,2062-10-08,7.71,7.54,9.0,6.29,8.92,6.0,8.46,6.13,6.13,7.79,7.08,9.17
646,2062-10-09,5.63,0.87,6.38,1.38,5.46,2.37,4.88,3.0,2.67,4.75,2.58,6.58
647,2062-10-10,5.91,1.58,7.04,1.71,2.83,1.67,4.83,2.29,4.54,6.04,2.54,10.71
648,2062-10-11,14.96,9.17,8.0,2.04,7.12,2.75,7.79,7.38,8.42,7.62,7.83,8.33
649,2062-10-12,11.67,6.08,11.67,3.13,6.29,2.13,4.96,4.12,4.08,5.96,5.0,6.38
650,2062-10-13,5.13,1.42,10.79,2.79,2.13,0.04,2.5,0.25,0.87,2.71,2.67,7.75
651,2062-10-14,3.04,1.63,3.37,1.0,3.0,0.37,4.88,0.46,1.04,5.04,6.08,9.25
652,2062-10-15,3.42,2.54,2.5,0.25,1.87,0.79,3.92,0.42,2.0,5.17,6.38,11.67
653,2062-10-16,3.08,2.75,1.96,0.67,1.96,0.92,4.38,3.88,0.5,3.83,11.71,8.5
654,2062-10-17,2.04,3.79,3.67,1.21,3.17,2.37,6.29,6.87,3.67,8.33,15.5,14.83
655,2062-10-18,4.88,2.42,5.25,3.29,5.75,5.83,11.63,7.83,7.21,8.29,14.83,18.12
656,2062-10-19,6.38,1.71,7.0,3.04,5.21,2.88,5.58,2.37,4.38,6.13,4.96,8.42
657,2062-10-20,8.38,5.63,9.46,2.46,4.42,2.71,3.79,3.88,4.46,4.96,6.38,5.04
658,2062-10-21,12.0,7.62,11.58,3.13,8.08,5.09,6.34,7.71,4.12,7.83,9.13,6.92
659,2062-10-22,4.96,4.67,8.33,1.67,4.17,2.13,4.92,0.79,2.21,6.13,7.12,7.17
660,2062-10-23,1.5,3.75,3.5,0.67,3.29,3.54,6.54,7.83,4.46,8.0,12.79,11.34
661,2062-10-24,8.96,11.83,10.46,4.63,9.59,7.5,8.5,11.75,6.79,12.5,20.46,16.75
662,2062-10-25,13.13,12.87,11.21,7.92,12.04,8.96,11.79,11.38,9.79,14.17,19.21,21.71
663,2062-10-26,14.04,8.54,18.79,8.29,8.38,7.62,11.04,6.25,7.5,9.83,12.25,15.79
664,2062-10-27,15.16,15.41,12.92,8.25,17.0,11.12,15.63,15.67,14.04,15.67,24.83,25.75
665,2062-10-28,19.95,14.17,14.09,12.62,14.09,10.75,15.92,13.54,14.37,16.04,19.17,28.12
666,2062-10-29,12.92,10.79,13.13,5.79,10.96,9.21,11.96,8.71,8.46,10.83,15.79,18.0
667,2062-10-30,18.25,22.79,11.75,10.67,20.79,11.67,20.75,17.29,16.46,14.58,29.42,29.17
668,2062-10-31,15.21,12.25,8.38,9.04,13.67,10.58,12.75,11.96,12.25,11.87,18.21,19.04
669,2062-11-01,16.88,13.25,16.0,8.96,13.46,11.46,10.46,10.17,10.37,13.21,14.83,15.16
670,2062-11-02,15.96,8.46,13.7,6.13,7.71,7.67,6.04,5.83,4.75,5.83,6.46,9.04
671,2062-11-03,5.21,3.75,6.17,3.37,8.08,3.88,6.83,1.08,2.79,3.63,5.13,7.0
672,2062-11-04,13.75,7.29,15.67,7.41,11.54,8.67,10.92,8.29,9.96,12.96,11.58,17.62
673,2062-11-05,16.08,6.5,18.91,7.96,7.71,9.62,19.75,6.0,11.79,16.54,9.62,23.87
674,2062-11-06,12.17,8.08,12.46,6.17,7.92,6.79,8.29,8.71,6.75,8.25,9.67,11.71
675,2062-11-07,2.96,4.33,5.04,2.5,4.71,2.88,3.5,2.79,2.37,3.46,3.13,4.92
676,2062-11-08,4.12,3.25,11.08,3.42,5.0,3.21,4.42,2.04,2.54,3.04,2.96,3.0
677,2062-11-09,12.42,13.62,23.63,8.5,9.87,9.04,12.58,9.29,8.25,11.75,14.12,15.96
678,2062-11-10,11.25,6.79,22.71,9.5,10.67,10.71,16.25,11.42,11.92,11.87,10.34,22.08
679,2062-11-11,12.04,6.42,16.58,5.58,9.0,5.46,14.75,9.13,7.71,8.87,8.58,11.46
680,2062-11-12,7.29,5.29,10.58,3.33,4.25,2.62,5.5,2.75,2.67,5.17,4.0,4.5
681,2062-11-13,7.79,1.75,7.83,2.83,4.04,2.08,7.29,1.67,3.17,5.21,8.63,11.21
682,2062-11-14,13.62,11.29,11.04,7.96,13.79,10.25,13.7,11.54,11.29,13.62,17.46,25.62
683,2062-11-15,10.46,8.54,9.13,6.54,6.92,5.29,9.42,4.54,4.83,6.92,12.29,12.87
684,2062-11-16,14.83,13.75,10.75,5.25,11.12,8.5,10.41,8.12,8.79,10.29,15.67,15.54
685,2062-11-17,24.96,21.59,19.83,16.04,16.66,13.08,18.0,15.37,14.79,19.12,21.0,31.34
686,2062-11-18,23.63,15.09,24.62,15.83,13.96,10.17,16.46,10.5,11.34,14.62,22.29,30.34
687,2062-11-19,10.41,4.46,13.83,6.54,6.46,6.38,10.37,1.96,6.87,6.75,9.38,14.09
688,2062-11-20,10.79,12.71,13.67,6.25,8.46,9.13,10.54,9.13,8.63,8.0,9.83,10.46
689,2062-11-21,7.67,5.0,13.21,3.88,3.25,4.08,8.42,1.0,4.58,4.96,2.5,6.54
690,2062-11-22,5.13,5.13,5.88,1.87,6.75,6.38,8.38,4.08,2.96,4.92,9.33,8.79
691,2062-11-23,11.29,12.08,11.63,6.0,11.83,10.34,12.96,12.83,10.13,12.08,15.21,11.83
692,2062-11-24,20.5,15.21,15.04,11.79,15.5,11.67,11.17,11.96,9.96,11.75,16.58,16.79
693,2062-11-25,5.88,5.13,5.63,2.5,5.33,3.5,4.0,2.54,2.17,3.04,4.63,6.0
694,2062-11-26,4.0,2.21,3.21,0.21,2.33,1.0,5.96,0.0,0.83,0.92,2.75,8.42
695,2062-11-27,4.88,2.67,7.83,3.04,2.37,0.46,5.09,0.0,1.75,1.87,2.46,8.33
696,2062-11-28,6.17,1.5,6.04,1.63,2.46,0.33,4.88,1.0,1.58,3.04,6.34,12.75
697,2062-11-29,7.17,4.38,3.58,0.21,3.54,0.21,7.41,0.17,2.96,7.21,9.04,13.13
698,2062-11-30,12.83,10.0,5.79,1.0,9.38,5.29,4.71,4.38,2.37,3.63,7.79,8.58
699,2062-12-01,18.38,15.41,11.75,6.79,12.21,8.04,8.42,10.83,5.66,9.08,11.5,11.5
700,2062-12-02,17.41,18.38,14.71,10.41,16.21,10.17,12.96,9.62,10.0,10.34,14.96,18.21
701,2062-12-03,17.33,16.13,13.88,8.87,14.04,12.38,10.13,9.75,9.71,10.79,13.96,17.5
702,2062-12-04,13.62,13.33,10.75,6.46,13.62,10.37,4.79,10.75,6.87,9.04,10.46,13.62
703,2062-12-05,15.46,16.42,13.0,7.71,10.83,9.96,8.96,7.0,7.83,8.29,18.41,18.58
704,2062-12-06,13.17,11.67,11.25,7.46,9.92,7.87,4.17,8.38,6.13,8.58,17.21,16.17
705,2062-12-07,25.46,17.5,22.34,16.21,15.34,12.75,13.13,14.67,9.96,13.96,23.21,24.5
706,2062-12-08,23.29,18.0,21.59,17.12,21.12,15.67,23.67,13.92,17.46,16.71,21.62,23.42
707,2062-12-09,23.33,18.88,10.75,16.71,20.12,14.42,20.25,14.79,19.0,17.21,21.04,28.54
708,2062-12-10,13.13,11.21,8.12,7.58,14.96,9.71,12.67,9.96,10.83,10.75,15.04,20.79
709,2062-12-11,17.92,15.87,11.63,9.13,17.37,12.21,16.42,12.46,12.29,12.17,19.92,19.46
710,2062-12-12,30.91,24.79,21.87,16.75,19.92,12.12,19.67,18.88,15.96,23.21,28.33,37.12
711,2062-12-13,17.16,11.12,15.09,8.42,10.63,8.46,14.0,9.5,10.41,13.7,14.75,23.0
712,2062-12-14,13.96,13.37,11.08,13.46,20.3,16.33,20.0,18.12,17.33,16.79,21.12,24.04
713,2062-12-15,29.38,18.46,17.58,24.33,29.46,22.83,28.91,26.67,25.8,28.21,29.25,32.79
714,2062-12-16,17.83,12.62,13.25,12.42,13.13,11.58,16.54,9.67,12.42,16.54,15.09,25.58
715,2062-12-17,13.37,11.96,6.46,4.42,12.17,7.83,9.59,8.42,7.08,8.04,14.29,13.92
716,2062-12-18,16.33,15.37,10.21,10.71,15.34,10.79,15.92,14.42,13.17,12.54,22.08,23.45
717,2062-12-19,11.25,9.75,8.25,4.79,11.04,8.21,9.87,7.67,8.79,10.58,14.17,16.54
718,2062-12-20,14.58,14.46,12.21,8.96,16.0,11.96,16.08,9.75,12.12,13.62,15.96,20.12
719,2062-12-21,5.75,5.17,6.38,2.29,7.54,5.17,10.41,3.5,6.13,6.25,9.87,11.46
720,2062-12-22,17.83,17.5,6.71,3.58,11.04,9.13,5.71,10.92,7.33,9.46,15.75,13.25
721,2062-12-23,13.25,11.29,12.21,6.54,11.12,8.96,9.33,9.46,8.12,11.04,15.41,18.12
722,2062-12-24,9.13,6.08,9.79,2.0,8.42,4.38,4.92,4.29,3.13,4.17,7.75,11.83
723,2062-12-25,8.0,2.58,8.75,1.79,1.0,0.75,7.0,0.75,2.33,3.67,6.96,12.46
724,2062-12-26,12.87,5.66,10.08,5.0,8.38,6.5,12.38,6.5,7.25,9.67,11.08,17.29
725,2062-12-27,13.62,12.96,19.83,8.42,5.66,4.92,11.92,7.21,6.58,5.88,7.67,16.79
726,2062-12-28,12.67,10.71,17.75,6.83,7.75,4.42,7.79,4.92,5.71,2.96,3.83,7.87
727,2062-12-29,19.29,13.13,22.79,7.17,11.0,6.54,13.62,8.0,7.21,9.25,9.33,16.88
728,2062-12-30,22.0,19.7,33.84,19.83,20.08,18.46,28.79,21.59,18.75,18.05,21.87,29.88
729,2062-12-31,22.67,16.88,28.67,14.12,19.75,17.08,27.79,25.21,19.83,17.79,25.46,37.63
730,2063-01-01,15.59,13.62,19.79,8.38,12.25,10.0,23.45,15.71,13.59,14.37,17.58,34.13
731,2063-01-02,13.0,13.92,21.5,6.63,10.67,8.54,20.75,11.46,10.75,14.09,12.83,30.75
732,2063-01-03,14.09,8.25,20.12,9.0,9.96,9.67,13.83,10.17,9.0,13.7,11.67,27.21
733,2063-01-04,10.29,1.54,6.67,5.21,6.08,5.13,8.54,8.21,5.91,11.17,11.54,25.54
734,2063-01-05,7.5,6.04,9.87,3.37,5.96,6.29,13.08,12.46,7.04,11.63,14.96,29.04
735,2063-01-06,19.7,13.75,19.33,10.46,16.96,12.12,20.91,15.67,13.17,12.71,19.08,24.54
736,2063-01-07,18.75,18.12,18.29,8.92,16.17,12.46,16.75,11.71,9.87,11.92,14.21,19.58
737,2063-01-08,20.67,18.79,17.67,7.33,20.41,13.5,16.83,12.83,9.67,12.83,15.34,17.41
738,2063-01-09,26.3,20.04,25.66,14.96,24.0,16.04,21.67,19.95,16.0,14.58,18.54,25.88
739,2063-01-10,25.58,19.75,24.0,10.41,20.25,12.0,19.38,16.71,12.25,12.33,17.37,26.58
740,2063-01-11,18.84,10.58,16.79,4.25,10.75,6.42,9.79,8.79,5.41,7.46,8.17,10.17
741,2063-01-12,10.04,10.34,8.54,2.08,4.54,1.25,3.96,2.25,2.29,1.58,2.62,4.54
742,2063-01-13,10.0,9.0,7.25,1.87,2.5,0.75,5.21,2.79,2.37,2.5,3.0,9.46
743,2063-01-14,11.92,6.83,10.88,4.75,4.33,2.25,10.46,6.54,5.04,6.0,6.63,12.04
744,2063-01-15,8.5,3.17,5.41,3.83,7.5,4.63,9.17,5.66,5.88,6.83,9.46,12.58
745,2063-01-16,11.54,9.71,11.38,5.41,8.21,8.21,12.58,10.58,8.83,11.04,12.54,21.25
746,2063-01-17,20.33,12.67,22.42,10.71,14.21,10.63,15.37,12.75,8.92,10.63,11.46,10.71
747,2063-01-18,28.21,16.79,27.21,11.38,16.29,13.83,21.5,13.96,13.13,13.67,17.21,25.8
748,2063-01-19,22.21,15.12,32.25,12.04,19.62,13.42,23.79,17.46,15.5,15.59,14.17,27.75
749,2063-01-20,19.0,14.25,20.91,11.0,18.5,15.63,19.62,18.88,15.87,14.5,23.04,32.83
750,2063-01-21,19.25,16.08,17.21,9.17,15.59,9.42,13.83,11.71,11.08,14.25,12.96,23.04
751,2063-01-22,17.16,12.04,14.33,6.13,13.62,10.5,11.92,8.75,4.58,7.87,10.79,13.79
752,2063-01-23,14.04,11.42,11.5,5.41,11.29,7.71,2.17,7.08,5.66,5.04,7.21,14.67
753,2063-01-24,7.04,6.17,8.46,1.79,6.13,3.96,3.04,2.62,2.13,0.46,8.79,12.21
754,2063-01-25,6.0,2.83,2.75,1.42,4.17,1.71,8.92,2.33,2.04,4.54,4.75,11.08
755,2063-01-26,7.67,3.75,7.17,1.38,0.92,0.25,8.38,2.08,2.29,4.79,0.13,8.29
756,2063-01-27,10.54,9.83,6.04,0.67,7.12,2.29,1.63,5.5,1.33,1.92,5.37,5.71
757,2063-01-28,7.5,6.34,3.37,0.92,5.25,1.08,1.33,1.71,0.29,1.38,1.96,5.37
758,2063-01-29,5.41,3.25,4.83,1.5,5.17,2.88,7.41,4.12,3.08,4.71,10.17,15.41
759,2063-01-30,21.42,21.84,25.21,15.46,17.29,13.54,19.62,17.0,14.04,17.83,21.87,27.5
760,2063-01-31,12.83,8.67,21.96,9.87,7.79,6.79,11.83,7.75,6.08,9.17,8.87,18.63
761,2063-02-01,15.41,7.62,24.67,11.42,9.21,8.17,14.04,7.54,7.54,10.08,10.17,17.67
762,2063-02-02,15.04,14.37,26.34,10.71,12.71,8.33,15.16,11.08,9.42,9.46,9.25,15.25
763,2063-02-03,11.12,4.0,9.87,4.92,5.91,4.0,8.67,4.42,5.0,6.87,5.79,13.79
764,2063-02-04,12.17,15.46,7.83,4.21,15.67,10.54,9.13,12.83,6.92,8.08,15.92,12.83
765,2063-02-05,12.62,11.46,28.75,13.13,12.58,12.83,22.0,15.29,15.41,17.41,16.79,29.17
766,2063-02-06,17.79,9.42,22.67,11.12,14.0,14.79,20.25,15.16,14.79,20.04,15.83,31.0
767,2063-02-07,11.87,7.75,10.54,7.21,7.92,7.83,11.83,5.54,6.58,7.5,8.71,18.34
768,2063-02-08,11.87,12.17,13.13,8.54,11.71,9.71,10.37,8.63,6.34,5.66,12.25,11.75
769,2063-02-09,14.83,9.75,23.33,12.33,13.25,13.67,16.88,14.58,12.67,13.21,13.75,15.37
770,2063-02-10,19.33,12.71,19.67,10.0,14.33,11.63,15.67,14.29,13.17,12.71,12.33,20.71
771,2063-02-11,7.71,4.88,11.63,3.63,7.12,4.17,6.79,5.71,4.79,5.29,5.0,11.92
772,2063-02-12,7.17,2.96,5.79,4.33,4.08,0.13,5.21,1.63,2.42,1.79,7.29,5.09
773,2063-02-13,18.91,20.12,16.54,10.75,18.0,13.7,12.83,14.79,12.96,16.42,19.58,23.54
774,2063-02-14,17.41,14.58,19.04,14.5,16.17,12.71,19.17,13.7,14.17,19.33,16.25,29.88
775,2063-02-15,10.04,10.63,15.92,6.87,12.33,9.21,15.5,13.79,10.63,15.79,14.83,24.25
776,2063-02-16,12.38,7.71,13.88,7.71,14.21,7.58,13.54,14.29,11.63,12.38,15.5,23.09
777,2063-02-17,12.46,14.67,12.46,5.33,11.12,6.96,7.83,8.33,6.63,7.33,11.63,13.7
778,2063-02-18,21.12,17.54,17.08,8.75,17.67,10.67,10.34,11.58,7.92,8.0,13.92,9.5
779,2063-02-19,16.83,9.79,18.34,9.87,13.42,8.67,14.54,10.04,8.71,9.17,9.75,8.12
780,2063-02-20,11.75,1.92,14.71,7.54,8.33,4.33,9.92,7.21,7.33,6.04,6.87,8.17
781,2063-02-21,5.58,2.92,4.67,3.58,4.58,2.17,8.5,1.5,1.42,3.17,5.46,4.54
782,2063-02-22,4.08,5.58,2.71,1.38,7.33,3.17,5.5,4.42,2.29,4.04,7.33,11.21
783,2063-02-23,18.58,16.66,14.46,7.04,13.79,10.83,9.33,11.5,6.42,7.67,10.92,13.59
784,2063-02-24,17.67,20.17,14.37,11.42,17.37,13.67,13.75,13.04,9.42,10.37,19.75,16.79
785,2063-02-25,19.75,18.88,15.96,13.13,21.17,13.33,11.46,14.79,12.92,12.5,21.59,23.58
786,2063-02-26,22.83,22.21,20.67,14.17,22.63,16.88,19.25,19.7,15.04,15.12,27.42,30.37
787,2063-02-27,17.62,16.66,15.5,7.87,15.71,13.0,12.5,12.42,8.58,10.83,16.96,14.54
788,2063-02-28,19.79,19.95,19.0,9.67,18.54,16.13,16.46,15.25,10.37,13.7,20.62,21.62
789,2063-03-01,16.75,19.67,17.67,8.87,19.08,15.37,16.21,14.29,11.29,9.21,19.92,19.79
790,2063-03-02,16.79,15.54,19.83,10.54,15.96,13.7,15.83,14.5,10.54,12.0,18.41,19.25
791,2063-03-03,12.83,15.83,14.5,7.62,13.7,11.54,14.46,12.25,9.17,9.92,15.34,17.37
792,2063-03-04,20.08,18.96,18.34,14.58,18.79,15.67,14.42,17.67,14.54,17.41,21.54,21.59
793,2063-03-05,27.46,22.67,25.08,20.0,21.46,19.95,20.21,23.13,17.21,25.37,32.63,30.09
794,2063-03-06,16.96,15.21,18.46,12.83,13.92,10.75,9.96,12.33,8.63,12.96,11.54,12.96
795,2063-03-07,20.58,18.54,19.83,15.29,18.08,13.92,17.88,16.62,15.59,18.84,17.46,17.33
796,2063-03-08,24.33,20.79,23.5,18.12,22.04,19.12,17.5,18.29,16.21,21.34,19.21,22.17
797,2063-03-09,18.75,11.54,17.5,11.38,14.0,9.71,13.33,12.38,8.75,13.67,11.75,18.38
798,2063-03-10,13.13,9.59,13.21,9.42,13.7,11.46,17.33,11.92,14.29,11.67,12.71,11.25
799,2063-03-11,8.38,3.37,11.79,4.88,5.54,2.92,5.66,2.62,2.88,3.5,3.67,5.37
800,2063-03-12,5.21,5.29,5.75,0.87,3.29,1.87,6.67,1.67,2.04,3.04,3.17,4.54
801,2063-03-13,20.79,18.0,16.29,11.12,15.63,12.29,11.46,13.5,10.75,12.29,15.37,17.92
802,2063-03-14,25.84,17.25,24.71,20.5,16.33,14.54,13.92,16.25,15.87,18.91,19.58,15.46
803,2063-03-15,15.09,9.92,17.79,11.92,14.58,11.83,14.25,10.83,11.79,14.54,13.92,14.09
804,2063-03-16,18.25,13.79,18.25,10.67,16.75,12.38,16.62,13.37,14.42,13.83,13.83,15.75
805,2063-03-17,16.96,10.79,16.54,10.37,12.5,10.37,13.17,11.34,10.21,13.42,12.21,18.79
806,2063-03-18,14.25,8.46,9.25,9.38,12.33,10.21,12.42,10.41,10.67,12.08,10.5,16.25
807,2063-03-19,11.0,11.96,9.04,4.75,11.87,6.92,9.54,9.04,7.21,7.21,10.21,7.41
808,2063-03-20,11.29,8.63,11.21,6.34,9.54,5.46,7.54,7.58,5.79,8.21,6.21,4.83
809,2063-03-21,4.38,5.66,5.71,1.04,5.83,1.29,4.33,2.13,1.25,3.17,5.17,5.13
810,2063-03-22,7.54,2.62,13.42,3.5,5.66,3.67,4.17,3.04,2.5,2.96,5.71,3.21
811,2063-03-23,6.34,8.04,4.88,1.63,6.42,3.88,4.79,7.75,3.04,6.67,14.96,10.25
812,2063-03-24,26.25,22.37,20.79,14.33,18.5,16.66,19.75,19.95,14.17,18.84,27.16,23.04
813,2063-03-25,15.54,12.38,14.0,11.96,17.25,14.37,19.55,15.09,16.88,16.17,16.92,15.63
814,2063-03-26,10.46,7.62,8.25,4.25,8.29,5.88,7.62,10.17,6.58,8.08,12.62,13.92
815,2063-03-27,12.83,12.21,12.33,8.08,12.54,9.54,13.92,10.79,11.12,12.58,15.5,17.29
816,2063-03-28,11.5,8.38,11.58,5.41,11.34,8.04,9.83,8.5,7.46,10.17,11.83,14.17
817,2063-03-29,7.54,8.87,5.33,5.0,10.96,6.13,8.67,8.12,5.41,4.83,9.71,3.08
818,2063-03-30,15.96,6.63,10.34,7.54,11.75,6.25,9.38,6.42,7.29,5.13,7.21,3.88
819,2063-03-31,7.41,9.83,8.0,5.13,8.87,7.04,6.83,9.62,6.87,8.96,17.5,17.92
820,2063-04-01,10.54,9.59,12.46,7.33,9.46,9.59,11.79,11.87,9.79,10.71,13.37,18.21
821,2063-04-02,3.88,3.13,5.04,3.75,5.46,4.5,8.96,6.5,7.41,6.54,7.08,11.79
822,2063-04-03,7.54,4.21,5.63,6.58,6.17,4.17,8.71,7.62,7.54,9.08,4.33,10.5
823,2063-04-04,12.71,9.04,16.83,8.83,10.88,9.0,13.0,10.54,9.79,13.67,13.33,20.71
824,2063-04-05,13.08,12.46,29.04,11.83,12.12,11.25,20.04,14.75,12.04,17.71,19.29,23.21
825,2063-04-06,13.5,11.42,25.25,12.83,15.92,16.0,20.5,19.95,17.62,18.25,21.75,32.96
826,2063-04-07,16.25,13.79,22.75,11.92,16.38,16.38,18.5,18.16,17.04,15.21,16.92,26.25
827,2063-04-08,9.83,9.46,12.25,5.96,11.08,7.92,10.41,12.5,11.04,12.42,10.5,20.38
828,2063-04-09,16.46,11.79,15.21,7.29,9.96,12.21,11.67,13.7,12.33,12.5,12.92,20.91
